short_name,overall,nationality,team_position,age,height_cm,weight_kg,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
V. Gheorghe,66,Romania,RCM,22,175,64,59,54,39,63,38,67,36,54,58,66,83,70,71,66,77,45,40,86,58,46,45,40,62,53,42,35,38,45,43,7,5,13,11,7
V. Elm,69,Sweden,CB,33,191,84,46,52,71,64,56,57,45,65,67,68,30,34,44,73,34,72,80,66,81,64,68,71,49,64,64,71,68,64,59,12,9,12,13,10
V. Dragomir,69,Romania,LCM,20,178,67,63,65,59,71,64,73,67,67,64,72,74,75,74,68,73,67,73,73,56,62,50,56,69,71,62,61,56,54,55,11,7,11,14,10
V. Demidov,65,Norway,LCB,32,185,80,37,39,66,64,41,29,43,45,63,44,35,33,52,56,34,62,62,54,75,51,72,66,38,37,41,47,66,63,64,13,16,11,15,15
V. Danale,60,Romania,RM,21,172,67,59,57,36,57,46,60,48,39,47,61,74,74,64,46,80,60,49,58,46,44,44,18,52,55,45,41,21,22,20,8,9,6,6,10
V. Créhin,64,France,LS,30,169,75,54,65,46,64,61,65,53,63,57,64,71,66,75,65,87,65,55,61,69,53,60,35,67,54,66,55,26,33,27,11,7,14,15,7
V. Constantin,63,Romania,LW,21,174,70,59,58,42,61,39,64,44,39,47,62,82,78,75,55,76,65,44,61,55,66,29,22,59,58,54,54,26,22,24,6,12,13,9,13
V. Castellanos,63,Argentina,ST,20,178,74,54,68,50,63,49,66,55,35,57,64,71,72,70,53,68,57,58,52,53,55,42,26,63,61,40,59,30,34,39,15,6,10,12,8
V. Cabrera,69,Argentina,RCB,26,182,77,34,34,61,64,31,62,34,30,66,61,65,68,64,59,59,40,59,59,71,46,82,71,26,48,44,55,69,70,69,15,14,15,10,7
V. Berisha,68,Norway,ST,25,175,75,59,65,55,61,63,67,63,44,49,66,83,82,75,67,82,72,90,85,75,62,81,37,66,66,67,63,32,29,24,13,14,12,11,9
V. Alvarado,69,United States,LCB,26,181,77,56,33,68,63,49,44,54,29,59,51,52,66,62,65,56,56,74,66,77,48,64,66,23,52,34,56,68,72,69,11,15,12,10,10
V. Agardius,66,Sweden,LWB,29,181,78,65,26,59,60,34,57,40,38,59,65,73,75,71,70,73,57,65,71,73,36,52,64,48,49,38,68,64,69,64,13,9,15,6,8
Unai Medina,69,Spain,RB,29,177,78,68,48,55,60,19,57,59,61,59,63,74,79,72,66,70,77,91,89,83,68,76,70,47,43,63,65,71,65,61,14,14,12,14,15
U. Taffertshofer,67,Germany,RDM,27,183,82,45,37,53,65,29,58,26,28,59,61,61,61,62,65,69,54,73,82,75,58,75,74,27,59,34,70,62,63,66,8,11,13,7,14
U. Saltnes,64,Norway,LCM,26,187,78,62,59,60,64,55,61,62,55,63,64,69,68,65,56,63,66,68,79,71,62,75,61,59,63,56,58,62,63,60,16,6,9,10,14
U. Rivas,68,Mexico,RCM,23,179,71,67,42,54,73,56,65,55,69,69,71,67,69,64,57,63,72,64,85,60,70,58,68,58,60,52,64,63,66,61,6,15,14,8,13
U. Meraş,67,Turkey,LB,23,178,74,65,34,53,65,39,65,47,38,50,62,69,68,67,67,72,53,64,64,60,43,68,65,62,53,45,52,65,68,68,6,13,7,15,11
U. Jenssen,66,Norway,LCB,22,186,82,55,51,60,67,48,61,58,46,65,66,67,65,59,65,64,63,61,69,75,47,48,66,50,60,54,67,68,66,64,11,12,8,14,7
U. Ikpeazu,67,England,RS,24,191,78,39,63,61,54,59,73,36,31,50,69,63,69,58,54,62,82,66,71,94,47,80,22,65,64,57,64,23,24,19,13,8,7,16,8
U. Garcia,68,Switzerland,LB,23,183,80,64,37,56,62,28,68,45,31,53,66,70,77,66,63,68,41,64,80,77,33,63,65,48,45,34,52,60,68,66,8,13,11,12,14
U. Bulut,70,Turkey,ST,36,184,75,58,72,75,57,65,64,51,49,51,63,43,63,35,70,42,77,63,67,73,70,64,38,77,59,68,68,39,35,34,9,16,13,11,9
U. Bonnet,65,France,LS,25,181,73,37,68,59,37,58,68,37,42,38,64,66,74,59,64,66,57,72,59,72,59,29,26,67,56,68,63,29,23,21,11,10,10,12,8
U. Antuna,68,Mexico,LM,21,174,59,63,58,46,64,48,71,54,48,55,68,89,86,90,59,74,60,55,74,35,45,45,35,59,59,45,60,24,31,32,10,13,14,9,11
Traeira Lopes,67,Brazil,GK,27,192,81,9,9,9,23,21,8,9,23,22,21,38,37,24,72,31,30,67,39,82,8,38,36,17,66,24,48,16,11,12,61,60,40,77,67
Toribio,69,Spain,LDM,30,174,71,58,31,46,68,42,53,51,56,64,62,64,52,63,57,68,69,83,79,75,59,79,69,46,64,54,62,70,72,67,16,15,10,12,16
Toni Martínez,68,Spain,ST,22,187,84,42,69,65,57,63,61,47,31,43,66,58,67,58,67,54,76,65,54,72,62,60,23,68,51,64,55,20,14,23,11,11,12,7,9
Tian Yinong,63,China PR,LCM,28,181,73,31,21,58,66,28,56,30,27,63,66,78,71,69,57,67,55,77,79,75,20,62,60,62,65,38,48,52,65,61,11,11,14,6,6
Thiago Martins,69,Brazil,RCB,24,185,76,45,35,69,59,36,52,37,43,46,58,68,77,50,59,57,56,84,68,75,30,56,64,32,47,53,55,68,75,70,11,14,7,14,6
Tete Morente,68,Spain,LM,22,180,76,61,67,59,60,59,73,63,69,66,68,88,80,81,56,56,68,64,65,67,65,63,45,60,64,59,57,49,35,28,13,9,7,11,10
Tekio,67,Spain,RB,28,175,72,69,36,58,56,20,48,56,25,56,53,66,71,58,54,72,54,75,90,71,39,77,63,35,40,36,62,70,66,71,9,9,8,6,8
Tang Miao,69,China PR,RB,28,177,74,67,21,44,66,30,59,43,29,60,62,77,72,76,66,71,36,54,90,78,30,68,62,53,60,43,64,64,63,64,7,14,11,6,6
Tang Jiashu,63,China PR,LCB,28,184,79,43,29,55,56,26,46,39,32,46,46,67,68,59,49,59,47,58,65,69,31,66,55,31,41,40,52,64,68,67,9,12,11,8,13
T. Willers,62,Germany,LCB,32,192,84,39,28,63,52,32,40,38,39,47,40,41,36,57,56,52,50,61,74,81,40,56,53,38,45,45,48,63,66,61,9,11,9,8,10
T. Wellenreuther,69,Germany,GK,23,186,80,9,9,18,32,10,16,12,14,27,25,52,54,45,70,54,46,75,31,67,11,19,23,20,35,23,52,10,11,9,72,64,61,67,70
T. Watanabe,62,Japan,RCB,22,184,76,25,23,64,65,22,26,19,37,58,56,68,53,59,51,49,45,78,67,74,26,56,55,31,31,40,58,53,66,61,10,14,7,15,12
T. Walker,66,England,ST,22,179,63,60,69,59,58,54,65,60,45,40,66,82,86,89,59,74,66,74,74,63,60,32,31,62,61,68,63,30,34,18,7,13,15,12,8
T. Vassell,60,England,LCB,22,184,70,54,23,58,55,28,54,47,20,56,55,74,73,66,54,63,45,72,68,75,36,59,56,52,53,32,55,57,58,56,7,10,6,11,10
T. van Weert,68,Netherlands,ST,29,180,73,39,69,69,62,64,63,54,39,36,65,67,66,67,66,67,69,88,71,66,64,67,20,71,58,74,66,25,21,22,14,13,12,8,14
T. Valls,70,France,RCM,23,180,75,59,58,54,72,52,68,52,49,66,70,66,64,65,70,65,62,65,66,67,66,59,68,59,72,50,71,62,70,64,9,9,8,16,13
T. Ugajin,67,Japan,RM,31,172,71,67,55,53,68,50,65,64,59,66,68,81,61,70,62,72,69,70,76,67,66,58,50,65,61,65,48,62,53,52,9,8,6,12,9
T. Thompson,65,United States,RB,23,170,71,56,57,52,67,57,73,63,45,58,75,71,68,78,63,71,58,49,79,51,53,67,66,64,59,58,72,54,62,58,15,14,6,7,13
T. Thomas,63,England,LCB,23,183,71,56,34,65,62,37,57,40,37,56,62,63,60,55,59,62,65,72,72,61,30,61,59,31,58,39,52,57,63,65,7,10,15,8,13
T. Thiele,65,Germany,ST,27,188,84,54,59,57,61,67,63,61,32,40,62,72,85,63,63,59,68,53,75,76,55,30,20,67,47,63,66,18,16,17,15,8,15,13,11
T. Tanaka,65,Japan,LM,27,172,69,67,61,44,55,43,66,61,48,63,59,80,84,65,60,67,61,71,76,53,48,49,61,53,64,53,61,56,53,41,8,11,11,9,9
T. Soares,61,England,RCM,32,183,72,57,59,66,62,53,58,62,60,58,62,54,53,61,56,65,66,67,68,72,61,63,56,58,62,52,61,54,63,57,9,6,10,6,9
T. Sibbick,63,England,RB,20,183,69,53,24,58,59,27,54,25,23,54,58,73,76,60,57,56,38,70,71,67,24,48,55,53,35,34,45,56,65,63,13,6,12,9,12
T. Serbest,68,Turkey,RCM,25,185,79,58,45,68,71,36,64,56,36,68,66,59,64,66,72,68,59,69,72,72,59,65,69,59,69,44,71,70,66,62,9,11,12,14,14
T. Sekine,66,Japan,LM,24,167,61,66,62,38,63,44,65,35,39,64,61,80,73,90,58,85,49,72,76,37,39,54,29,66,59,45,56,30,31,26,7,14,9,6,8
T. Schrammel,67,Austria,LB,31,176,75,69,54,55,66,56,64,75,38,65,66,70,72,72,56,76,51,88,67,70,52,64,62,54,58,49,65,64,69,67,10,6,12,8,13
T. Schilk,63,Germany,RCB,27,188,75,59,28,57,58,31,51,34,37,55,55,60,83,62,60,55,60,57,74,75,40,60,61,39,41,37,58,60,63,61,15,14,15,13,14
T. Schick,69,Austria,RM,29,180,73,72,66,58,69,64,66,70,57,65,69,70,75,74,68,74,71,45,73,70,60,64,65,65,57,55,69,64,65,66,15,13,9,16,16
T. Salquist,64,Denmark,RCB,24,190,82,30,34,64,51,27,35,35,33,44,57,67,63,55,63,58,37,61,65,79,36,61,64,23,35,35,62,63,63,60,10,8,14,11,12
T. Sakano,65,Japan,ST,29,181,81,31,69,75,59,68,59,47,58,54,67,61,59,54,51,64,63,78,61,68,57,56,15,64,48,66,53,22,33,29,6,6,7,7,14
T. Rowe,66,England,LB,30,180,81,64,56,57,64,44,66,38,53,63,64,72,74,78,65,70,57,66,81,63,52,48,63,66,64,53,63,64,67,64,14,14,14,13,16
T. Rogne,69,Norway,RCB,29,185,86,40,15,71,61,28,39,35,25,62,54,42,52,56,67,47,43,74,61,82,31,65,72,34,46,42,65,61,71,66,9,6,14,16,8
T. Pope,64,England,ST,33,190,86,40,68,71,61,60,47,45,35,50,62,34,53,48,60,56,66,93,84,89,59,79,47,67,60,62,65,33,19,15,12,14,13,16,13
T. Pochettino,69,Argentina,LCM,23,178,71,74,43,49,71,45,75,72,73,65,70,59,58,63,61,65,53,69,75,67,58,51,53,62,78,54,64,58,64,60,9,13,11,14,11
T. Pobega,62,Italy,RCM,19,188,78,42,49,60,67,48,58,49,50,64,64,69,66,61,60,65,68,65,67,65,49,60,64,55,54,45,55,64,62,62,6,10,15,13,6
T. Peyre,66,France,RCB,26,184,75,62,30,63,56,32,41,32,27,51,56,64,64,63,63,66,46,66,74,68,28,70,66,25,38,48,64,66,68,66,12,14,11,7,11
T. Pettersson,67,Sweden,CB,29,190,83,46,50,73,62,40,55,54,36,63,60,53,52,56,63,54,63,50,71,83,53,85,58,58,58,44,63,65,58,72,6,6,6,14,11
T. Perthel,68,Germany,LB,30,185,83,73,47,51,65,58,66,69,68,58,65,78,76,76,61,67,74,76,76,75,67,77,62,64,60,48,68,62,66,66,11,8,6,12,7
T. Pachonik,69,Germany,RB,24,185,87,65,45,67,64,47,64,53,44,59,66,66,78,61,67,65,59,63,84,80,48,69,67,54,49,41,65,63,68,67,9,11,7,12,12
T. Öztürk,65,Germany,RDM,29,191,87,46,32,72,61,37,49,40,38,64,60,53,40,53,64,47,60,34,71,84,55,74,61,44,51,34,56,65,66,60,12,9,8,13,6
T. Ogihara,66,Japan,LDM,27,184,71,60,37,54,70,44,54,42,38,66,68,68,67,70,66,63,58,74,75,71,40,59,60,53,64,38,65,58,66,59,14,14,8,8,11
T. Oar,70,Australia,LCM,27,172,66,72,51,31,68,61,69,78,70,64,68,79,76,78,70,79,63,61,74,52,59,28,41,63,68,70,63,50,31,34,15,15,16,8,13
T. Ndenge,66,Germany,LDM,22,188,80,52,50,52,68,50,66,57,40,64,64,70,69,66,65,63,77,70,73,77,57,66,59,54,62,57,62,64,67,62,13,9,7,10,14
T. Naylor,66,England,LDM,28,188,72,56,56,66,61,51,61,55,50,62,62,63,62,68,62,63,65,73,80,79,61,77,66,55,60,39,63,64,64,64,8,13,9,10,8
T. Nakagawa,68,Japan,RM,26,161,57,61,66,45,57,55,70,41,29,51,68,85,82,93,69,93,67,86,76,60,61,48,21,67,53,64,58,34,10,11,10,11,11,13,9
T. Müller,67,Germany,LCB,24,188,80,28,20,65,59,22,34,22,24,58,53,65,68,61,61,57,42,75,64,75,25,67,68,22,39,30,64,67,67,64,10,5,13,9,8
T. Müller,63,Germany,RM,26,180,75,54,61,42,63,57,67,64,52,54,64,82,79,76,59,71,67,70,68,62,62,33,32,61,57,52,64,24,37,42,15,14,8,6,10
T. Mrčela,68,Australia,RCB,28,195,88,27,28,77,55,23,43,20,47,47,52,44,52,33,53,37,42,31,81,91,32,77,68,20,47,45,56,62,67,65,10,10,6,13,13
T. Morita,64,Japan,GK,28,191,87,11,7,13,25,5,14,12,14,27,19,27,29,27,55,26,47,34,18,56,9,19,8,7,59,16,21,16,14,10,64,62,62,65,65
T. Morishima,64,Japan,LF,22,175,66,38,56,38,69,39,67,53,56,65,67,67,75,75,51,82,55,62,57,48,40,41,20,55,64,49,60,22,31,26,13,15,6,15,6
T. Mohr,67,Germany,CAM,23,183,78,71,64,45,64,62,69,57,38,58,65,78,78,75,60,75,61,59,73,65,51,52,54,55,54,37,60,59,59,59,7,9,8,11,11
T. Miller,68,United States,GK,26,193,93,11,15,12,21,16,20,10,13,28,22,33,32,33,66,40,50,56,28,58,18,26,14,6,42,15,52,19,14,13,69,65,66,67,68
T. Mikkelsen,62,Denmark,GK,35,190,83,11,14,12,43,20,20,15,16,47,25,41,47,32,55,40,49,58,27,71,12,22,25,14,56,30,41,12,17,11,62,63,65,65,55
T. Mauricio,69,France,CAM,25,169,67,65,71,43,63,61,70,64,62,61,74,80,77,82,61,91,69,53,61,53,63,43,24,68,65,59,59,30,30,33,12,8,13,12,11
T. Martínez,70,Argentina,CAM,24,172,66,62,55,47,71,50,74,66,59,60,72,72,64,80,64,80,49,63,66,40,72,47,33,68,70,57,68,34,42,36,9,14,15,14,16
T. Makowski,64,Poland,CDM,19,178,76,44,53,58,68,31,59,57,37,63,67,70,70,72,60,76,55,69,72,60,52,69,62,52,59,46,59,51,67,60,15,12,11,10,10
T. Makino,70,Japan,LCB,32,182,77,59,35,70,68,25,64,27,64,62,64,70,65,68,63,63,72,77,75,78,38,74,63,59,59,38,58,65,68,73,13,7,16,9,12
T. Mahrer,64,Austria,LCB,29,191,81,28,17,78,56,23,35,30,25,47,43,38,46,50,55,42,43,34,66,87,26,58,58,40,33,41,64,59,65,67,7,9,13,7,15
T. Lorch,69,South Africa,RW,25,170,66,74,70,49,69,55,67,55,54,52,67,79,75,69,65,78,60,69,58,49,54,58,53,67,65,46,59,50,38,30,14,8,6,6,9
T. Lockyer,68,Wales,RCB,24,180,72,46,38,70,60,21,55,44,30,62,62,73,63,70,63,64,37,80,83,79,34,80,56,36,49,39,60,62,71,66,15,13,14,9,7
T. Lindenhahn,64,Germany,CAM,28,177,79,61,55,51,64,58,67,59,35,59,65,74,76,83,66,87,72,76,91,64,60,78,58,56,60,42,59,59,65,60,13,13,10,12,15
T. Lehne Olsen,66,Norway,ST,28,187,78,42,67,64,61,40,58,68,66,52,63,77,75,65,57,66,71,68,75,81,62,74,12,63,57,68,55,20,28,26,6,13,11,9,8
T. Lapslie,65,England,RDM,23,168,69,39,49,54,63,31,52,32,46,59,59,61,68,66,62,73,56,88,84,65,52,77,66,52,57,45,54,64,63,64,11,14,10,8,10
T. Kunimoto,67,Japan,LM,21,174,70,59,58,46,72,58,71,55,50,70,70,83,76,69,58,71,67,70,65,75,58,57,47,59,70,63,66,28,49,46,6,12,11,9,8
T. Kløve,66,Denmark,RCM,28,177,76,57,61,45,64,51,69,54,60,59,69,79,76,77,70,84,61,42,86,52,60,43,53,55,67,47,69,58,60,45,14,12,15,11,14
T. Kirschbaum,69,Germany,GK,32,195,88,11,13,13,31,11,19,18,10,25,19,24,30,27,66,40,51,60,27,66,9,31,7,8,28,20,49,11,13,9,72,67,68,62,71
T. King,62,England,GK,24,192,80,9,6,18,31,18,8,9,6,26,25,40,44,39,51,57,42,52,32,53,17,23,13,12,31,26,42,15,17,20,63,62,56,62,63
T. Kida,69,Japan,RDM,24,169,63,53,39,49,70,31,48,33,45,64,70,70,72,78,62,86,47,85,93,72,50,84,66,46,58,42,65,61,62,58,9,7,5,14,9
T. Kern,66,Germany,LDM,29,179,74,55,66,52,66,55,65,67,59,63,65,75,69,79,66,78,67,81,83,66,63,51,54,67,66,63,67,44,43,38,9,13,8,14,9
T. Karlsson,64,Sweden,LCB,30,187,85,34,21,63,46,31,32,33,31,45,45,52,57,56,60,62,47,70,68,78,25,68,58,22,22,36,52,64,66,62,11,14,16,9,12
T. Kanamori,64,Japan,LS,25,171,74,53,58,59,61,54,71,51,40,43,65,91,94,87,57,78,61,76,78,68,49,59,19,57,48,63,60,36,22,33,10,13,13,7,10
T. Kanai,63,Japan,LB,29,175,70,68,61,44,65,49,64,69,44,60,68,58,69,63,45,73,62,72,77,71,58,41,51,46,25,33,55,63,65,61,15,13,11,14,6
T. Kallevåg,60,Norway,RM,26,179,65,55,56,42,60,55,58,56,37,56,61,70,65,66,61,78,56,52,64,54,48,57,25,54,53,53,46,32,22,25,8,9,10,7,11
T. Kainz,63,Austria,RDM,26,174,70,61,51,53,63,53,56,62,58,60,60,68,60,69,62,79,63,79,75,66,60,59,61,56,66,41,62,63,60,60,7,12,7,9,13
T. Jaques,67,France,CB,31,182,79,29,53,65,63,38,41,35,33,52,56,62,57,48,64,65,63,72,75,73,28,68,66,31,27,74,70,69,64,66,7,10,14,13,8
T. Iwata,64,Japan,RCB,22,178,73,67,41,50,64,30,62,31,36,60,64,72,77,71,66,66,50,65,79,67,45,61,63,67,48,43,46,67,65,56,9,13,5,9,13
T. Iwanami,69,Japan,RCB,25,186,72,24,15,74,68,27,30,25,28,68,63,72,66,64,65,52,44,79,69,74,20,68,66,28,60,31,52,62,68,66,9,14,13,12,8
T. Ivanof,60,Belgium,LM,21,176,70,58,48,40,62,47,66,52,60,51,67,72,56,69,58,79,51,72,30,46,46,47,28,46,57,44,52,21,28,39,10,10,14,7,5
T. Isherwood,62,Sweden,LCB,21,195,88,25,25,65,48,23,42,21,27,57,45,52,74,33,42,41,67,63,67,87,21,89,54,28,55,36,45,58,55,53,10,14,11,6,6
T. Inukai,65,Japan,RCB,26,182,77,27,16,62,41,20,29,23,28,30,45,56,61,68,60,66,36,78,71,77,22,69,61,23,32,32,49,63,70,65,14,6,10,6,13
T. Hoogland,70,Germany,LCB,34,183,80,66,57,70,64,61,61,60,52,62,64,46,46,53,67,63,69,80,58,75,62,70,69,64,45,61,70,67,70,67,13,12,11,16,8
T. Høiland,67,Norway,ST,30,177,72,55,65,56,59,55,67,60,40,43,66,79,83,66,61,75,73,56,75,71,61,86,24,62,40,70,60,29,39,25,15,13,16,8,13
T. Hateley,68,England,LCM,29,180,73,65,40,65,68,45,65,71,69,66,69,73,72,72,64,73,74,77,80,73,65,71,64,55,66,65,68,58,65,63,9,7,6,13,8
T. Hara,61,Japan,RB,20,178,74,59,33,52,60,38,58,34,37,57,63,59,63,54,63,70,47,61,61,65,48,57,62,53,52,38,45,57,61,57,13,10,10,8,9
T. Handwerker,66,Germany,LB,21,182,81,74,34,56,57,32,62,71,44,59,64,76,80,72,63,68,56,67,74,66,35,58,59,45,59,38,54,54,66,64,11,11,15,7,10
T. Guidara,70,Argentina,RB,23,173,68,58,32,52,72,37,70,44,34,53,67,76,79,75,68,81,55,65,85,74,38,82,69,54,49,40,59,62,71,67,5,14,8,15,9
T. Grøgaard,67,Norway,LB,25,180,73,67,39,50,64,58,63,60,41,52,65,79,73,77,61,81,56,50,76,68,35,58,67,60,65,60,64,59,67,64,15,9,12,16,9
T. Goppel,64,Netherlands,RW,22,178,73,67,53,57,63,51,65,60,48,58,66,78,81,75,58,64,58,66,70,64,48,50,51,58,52,49,60,60,54,52,6,14,5,12,14
T. Gjertsen,67,Norway,LW,27,175,74,60,62,49,61,66,68,65,56,51,67,86,77,90,62,85,68,43,72,48,63,46,51,64,63,55,64,43,53,48,12,9,8,12,7
T. Gebhart,65,Germany,RCM,30,182,83,69,56,56,66,64,69,70,68,57,69,62,59,64,64,67,71,68,51,73,56,67,37,62,66,65,72,41,41,38,8,6,15,11,14
T. Galdames,67,Chile,LCB,20,178,70,61,44,66,70,29,45,37,30,58,56,62,62,59,57,63,66,71,66,71,52,71,56,49,51,45,57,70,69,61,12,9,6,6,13
T. Fosu,67,England,LM,23,170,67,60,64,39,59,44,70,49,47,53,68,87,84,82,66,74,60,52,64,42,62,45,33,64,61,57,65,51,26,22,11,13,9,12,7
T. Flanagan,67,Northern Ireland,LCB,27,188,76,61,34,68,56,19,57,30,29,53,58,61,64,72,61,61,32,68,70,77,41,75,63,13,50,30,52,64,67,66,10,11,6,9,14
T. Figueroa,69,Argentina,ST,27,191,90,42,76,75,62,58,66,42,34,31,68,30,33,31,68,29,71,33,68,92,62,59,24,70,53,71,61,27,27,27,11,9,11,15,11
T. Eaves,68,England,ST,27,197,86,28,68,76,52,63,59,32,29,41,63,53,58,58,62,34,79,69,72,92,60,60,20,67,35,65,63,29,42,31,14,14,9,6,6
T. Eastman,65,England,RCB,27,191,88,44,23,65,58,15,57,24,37,56,54,33,40,54,52,53,45,63,82,82,42,62,58,22,46,44,55,66,65,63,15,16,13,15,13
T. Domgjoni,63,Switzerland,RDM,20,177,74,54,50,57,62,60,62,63,52,60,68,71,70,70,65,70,67,68,76,62,60,55,57,59,60,50,68,59,58,59,6,14,9,14,13
T. Deng,67,Australia,RCB,22,182,74,35,26,65,64,23,48,26,28,45,58,76,74,73,56,63,29,80,67,75,23,64,66,37,37,39,64,66,67,60,9,9,9,8,14
T. Davies,63,England,RCB,27,185,70,32,21,66,49,30,30,28,28,46,38,58,62,59,44,61,43,72,72,72,24,84,59,28,18,28,44,59,64,61,16,14,7,12,10
T. Dallison,60,England,LCB,23,185,84,29,23,62,52,21,37,29,28,54,48,48,50,48,46,56,35,68,64,73,23,56,59,30,42,29,56,58,58,56,15,14,10,9,7
T. Dähne,63,Germany,GK,25,193,84,14,14,17,29,16,12,20,15,24,25,57,58,36,59,41,43,54,38,72,20,27,20,17,16,26,50,10,16,13,67,58,57,61,67
T. Craig,64,England,LCB,34,185,79,47,23,61,58,17,46,59,26,56,53,43,39,50,60,56,53,64,67,80,31,73,63,31,52,33,64,66,61,56,7,14,8,11,15
T. Coremans,67,Netherlands,GK,28,186,75,14,19,13,35,16,15,16,17,20,21,38,32,35,64,65,48,60,37,64,17,29,14,13,23,18,36,10,16,14,69,66,64,65,67
T. Corbaz,60,Switzerland,RCM,25,177,65,60,55,52,62,46,58,49,44,60,59,74,67,62,55,72,55,66,58,59,42,59,58,52,63,45,46,59,60,57,13,9,6,8,10
T. Conlon,63,England,LCM,23,173,62,54,48,47,65,48,61,64,64,59,63,62,63,91,55,78,54,83,80,56,53,68,57,57,64,43,58,57,58,54,14,14,10,8,8
T. Cognat,63,France,LDM,21,173,67,60,54,41,65,45,64,62,51,62,65,79,78,85,60,83,71,52,68,61,65,65,44,60,66,48,57,45,40,31,8,5,12,14,9
T. Christiansen,63,Denmark,LCM,29,171,67,63,65,35,63,47,71,62,61,45,67,78,68,83,67,80,71,81,73,66,67,68,57,65,65,62,66,55,53,51,9,12,8,15,8
T. Chancalay,69,Argentina,LW,20,179,74,62,65,54,64,60,75,67,50,62,71,78,81,83,62,69,62,61,69,60,60,52,43,65,63,58,69,33,33,32,10,8,8,7,8
T. Cantwell,68,England,LM,21,184,70,54,60,43,69,54,74,64,66,65,73,72,69,66,62,73,67,46,62,40,58,39,24,64,69,62,56,36,44,31,10,8,14,15,16
T. Bunbury,68,United States,RM,29,188,78,61,66,61,63,63,67,66,58,55,66,72,75,69,66,56,73,72,71,78,61,72,27,67,58,67,64,34,42,32,16,6,16,7,10
T. Bu Haymid,65,Saudi Arabia,LB,31,169,68,64,54,55,63,56,62,63,63,62,61,72,72,78,63,67,65,76,91,67,67,61,58,66,65,60,53,57,60,56,8,9,9,9,12
T. Bruns,69,Netherlands,RCM,27,177,72,66,58,60,67,57,66,68,72,68,68,69,72,73,66,71,69,76,75,62,67,71,64,70,71,52,70,61,62,57,13,11,13,14,9
T. Børven,67,Norway,ST,27,185,72,56,69,66,55,66,62,55,64,36,66,73,69,74,61,65,68,80,65,70,61,34,22,68,60,60,62,34,26,23,8,7,16,14,16
T. Bonga,62,Germany,LM,22,196,89,37,55,63,54,43,68,31,28,27,66,75,78,65,58,54,60,70,68,84,51,54,20,52,56,51,49,37,29,19,11,11,9,11,9
T. Björkström,64,Sweden,RCB,28,180,76,57,35,57,54,39,49,54,22,52,56,63,71,63,60,61,42,76,80,68,35,66,62,47,54,28,54,63,64,63,12,10,15,15,16
T. Beugelsdijk,70,Netherlands,RCB,28,192,79,31,34,74,59,32,44,35,30,51,55,42,46,34,60,34,56,70,64,81,33,84,67,36,40,44,65,71,68,66,11,13,15,8,10
T. Belmonte,70,Argentina,RCM,21,178,68,58,57,81,71,58,68,53,42,66,72,69,72,68,68,66,68,79,82,70,58,82,71,72,59,59,69,58,73,65,6,12,9,5,12
T. Beermann,70,Germany,LCB,28,188,85,28,37,73,58,24,36,31,30,58,41,48,55,63,68,52,53,76,61,80,33,69,65,28,36,28,61,71,72,69,16,12,12,15,16
T. Asta-Buruaga,67,Chile,RCB,22,185,70,56,37,63,56,37,45,35,41,41,55,60,67,64,58,38,51,73,74,72,45,63,60,42,37,46,52,71,70,68,15,9,14,12,15
T. Archibald,61,Scotland,RWB,21,180,64,53,63,30,54,48,65,61,55,47,60,74,76,75,51,62,63,40,64,61,62,59,30,58,55,58,54,41,55,51,13,7,6,9,15
T. Arano,65,Japan,LCM,26,180,72,59,62,36,70,55,64,63,55,62,68,62,68,66,63,62,61,62,84,72,63,50,39,51,62,47,64,41,55,44,10,13,7,8,10
T. Aoki,67,Japan,LCM,29,179,77,58,51,59,68,48,60,51,58,69,67,72,69,67,66,65,67,67,77,78,61,71,66,62,66,61,64,66,66,61,10,11,11,11,6
T. Antonis,70,Australia,LCM,25,180,73,62,66,45,70,57,69,63,60,69,69,69,68,72,66,72,72,68,75,66,74,60,62,65,73,64,69,61,60,53,7,15,16,14,15
T. Andreu,64,France,CAM,31,178,73,63,60,61,68,65,64,62,64,65,63,49,51,66,50,70,68,60,50,64,61,51,56,66,68,59,68,46,56,46,7,6,10,13,7
T. Anderson,64,England,LCB,25,193,83,25,33,73,45,27,32,26,27,51,34,35,34,34,59,41,43,78,69,84,27,81,61,28,33,32,60,64,58,57,13,11,11,12,14
T. Aldred,67,Scotland,RCB,28,188,83,32,28,64,53,30,29,18,22,33,49,45,51,30,58,51,49,68,61,92,17,82,58,23,34,40,53,64,64,63,8,15,8,8,13
T. Albutat,66,Germany,RDM,26,184,79,43,49,59,64,38,58,44,45,62,59,64,65,64,66,66,62,67,74,75,56,70,65,55,59,48,63,64,67,64,8,7,9,9,9
